parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,extra,i,idx0,idx1,idx2,idx3,inst,j,pname,pstyle,ptype,usecol,x,y,zone
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:10_j:19_x:4875.00_y:7375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,10,,,,,0,19,npf,m,gr,,4875.00,7375.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:11_j:0_x:125.00_y:7125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,11,,,,,0,0,npf,m,gr,,125.00,7125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:11_j:1_x:375.00_y:7125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,11,,,,,0,1,npf,m,gr,,375.00,7125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:11_j:2_x:625.00_y:7125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,11,,,,,0,2,npf,m,gr,,625.00,7125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:11_j:3_x:875.00_y:7125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,11,,,,,0,3,npf,m,gr,,875.00,7125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:11_j:8_x:2125.00_y:7125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,11,,,,,0,8,npf,m,gr,,2125.00,7125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:11_j:9_x:2375.00_y:7125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,11,,,,,0,9,npf,m,gr,,2375.00,7125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:11_j:10_x:2625.00_y:7125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,11,,,,,0,10,npf,m,gr,,2625.00,7125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:11_j:11_x:2875.00_y:7125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,11,,,,,0,11,npf,m,gr,,2875.00,7125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:11_j:12_x:3125.00_y:7125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,11,,,,,0,12,npf,m,gr,,3125.00,7125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:11_j:13_x:3375.00_y:7125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,11,,,,,0,13,npf,m,gr,,3375.00,7125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:11_j:14_x:3625.00_y:7125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,11,,,,,0,14,npf,m,gr,,3625.00,7125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:11_j:15_x:3875.00_y:7125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,11,,,,,0,15,npf,m,gr,,3875.00,7125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:11_j:16_x:4125.00_y:7125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,11,,,,,0,16,npf,m,gr,,4125.00,7125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:11_j:17_x:4375.00_y:7125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,11,,,,,0,17,npf,m,gr,,4375.00,7125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:11_j:18_x:4625.00_y:7125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,11,,,,,0,18,npf,m,gr,,4625.00,7125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:11_j:19_x:4875.00_y:7125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,11,,,,,0,19,npf,m,gr,,4875.00,7125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:12_j:0_x:125.00_y:6875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,12,,,,,0,0,npf,m,gr,,125.00,6875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:12_j:1_x:375.00_y:6875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,12,,,,,0,1,npf,m,gr,,375.00,6875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:12_j:2_x:625.00_y:6875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,12,,,,,0,2,npf,m,gr,,625.00,6875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:12_j:3_x:875.00_y:6875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,12,,,,,0,3,npf,m,gr,,875.00,6875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:12_j:8_x:2125.00_y:6875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,12,,,,,0,8,npf,m,gr,,2125.00,6875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:12_j:9_x:2375.00_y:6875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,12,,,,,0,9,npf,m,gr,,2375.00,6875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:12_j:10_x:2625.00_y:6875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,12,,,,,0,10,npf,m,gr,,2625.00,6875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:12_j:11_x:2875.00_y:6875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,12,,,,,0,11,npf,m,gr,,2875.00,6875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:12_j:12_x:3125.00_y:6875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,12,,,,,0,12,npf,m,gr,,3125.00,6875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:12_j:13_x:3375.00_y:6875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,12,,,,,0,13,npf,m,gr,,3375.00,6875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:12_j:14_x:3625.00_y:6875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,12,,,,,0,14,npf,m,gr,,3625.00,6875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:12_j:15_x:3875.00_y:6875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,12,,,,,0,15,npf,m,gr,,3875.00,6875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:12_j:16_x:4125.00_y:6875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,12,,,,,0,16,npf,m,gr,,4125.00,6875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:12_j:17_x:4375.00_y:6875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,12,,,,,0,17,npf,m,gr,,4375.00,6875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:12_j:18_x:4625.00_y:6875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,12,,,,,0,18,npf,m,gr,,4625.00,6875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:12_j:19_x:4875.00_y:6875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,12,,,,,0,19,npf,m,gr,,4875.00,6875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:13_j:0_x:125.00_y:6625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,13,,,,,0,0,npf,m,gr,,125.00,6625.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:13_j:1_x:375.00_y:6625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,13,,,,,0,1,npf,m,gr,,375.00,6625.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:13_j:2_x:625.00_y:6625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,13,,,,,0,2,npf,m,gr,,625.00,6625.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:13_j:3_x:875.00_y:6625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,13,,,,,0,3,npf,m,gr,,875.00,6625.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:13_j:8_x:2125.00_y:6625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,13,,,,,0,8,npf,m,gr,,2125.00,6625.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:13_j:9_x:2375.00_y:6625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,13,,,,,0,9,npf,m,gr,,2375.00,6625.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:13_j:10_x:2625.00_y:6625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,13,,,,,0,10,npf,m,gr,,2625.00,6625.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:13_j:11_x:2875.00_y:6625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,13,,,,,0,11,npf,m,gr,,2875.00,6625.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:13_j:12_x:3125.00_y:6625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,13,,,,,0,12,npf,m,gr,,3125.00,6625.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:13_j:13_x:3375.00_y:6625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,13,,,,,0,13,npf,m,gr,,3375.00,6625.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:13_j:14_x:3625.00_y:6625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,13,,,,,0,14,npf,m,gr,,3625.00,6625.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:13_j:15_x:3875.00_y:6625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,13,,,,,0,15,npf,m,gr,,3875.00,6625.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:13_j:16_x:4125.00_y:6625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,13,,,,,0,16,npf,m,gr,,4125.00,6625.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:13_j:17_x:4375.00_y:6625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,13,,,,,0,17,npf,m,gr,,4375.00,6625.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:13_j:18_x:4625.00_y:6625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,13,,,,,0,18,npf,m,gr,,4625.00,6625.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:13_j:19_x:4875.00_y:6625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,13,,,,,0,19,npf,m,gr,,4875.00,6625.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:14_j:0_x:125.00_y:6375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,14,,,,,0,0,npf,m,gr,,125.00,6375.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:14_j:1_x:375.00_y:6375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,14,,,,,0,1,npf,m,gr,,375.00,6375.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:14_j:2_x:625.00_y:6375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,14,,,,,0,2,npf,m,gr,,625.00,6375.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:14_j:3_x:875.00_y:6375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,14,,,,,0,3,npf,m,gr,,875.00,6375.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:14_j:8_x:2125.00_y:6375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,14,,,,,0,8,npf,m,gr,,2125.00,6375.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:14_j:9_x:2375.00_y:6375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,14,,,,,0,9,npf,m,gr,,2375.00,6375.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:14_j:10_x:2625.00_y:6375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,14,,,,,0,10,npf,m,gr,,2625.00,6375.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:14_j:11_x:2875.00_y:6375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,14,,,,,0,11,npf,m,gr,,2875.00,6375.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:14_j:12_x:3125.00_y:6375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,14,,,,,0,12,npf,m,gr,,3125.00,6375.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:14_j:13_x:3375.00_y:6375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,14,,,,,0,13,npf,m,gr,,3375.00,6375.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:14_j:14_x:3625.00_y:6375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,14,,,,,0,14,npf,m,gr,,3625.00,6375.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:14_j:15_x:3875.00_y:6375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,14,,,,,0,15,npf,m,gr,,3875.00,6375.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:14_j:16_x:4125.00_y:6375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,14,,,,,0,16,npf,m,gr,,4125.00,6375.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:14_j:17_x:4375.00_y:6375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,14,,,,,0,17,npf,m,gr,,4375.00,6375.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:14_j:18_x:4625.00_y:6375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,14,,,,,0,18,npf,m,gr,,4625.00,6375.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:14_j:19_x:4875.00_y:6375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,14,,,,,0,19,npf,m,gr,,4875.00,6375.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:15_j:0_x:125.00_y:6125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,15,,,,,0,0,npf,m,gr,,125.00,6125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:15_j:1_x:375.00_y:6125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,15,,,,,0,1,npf,m,gr,,375.00,6125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:15_j:2_x:625.00_y:6125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,15,,,,,0,2,npf,m,gr,,625.00,6125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:15_j:3_x:875.00_y:6125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,15,,,,,0,3,npf,m,gr,,875.00,6125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:15_j:8_x:2125.00_y:6125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,15,,,,,0,8,npf,m,gr,,2125.00,6125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:15_j:9_x:2375.00_y:6125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,15,,,,,0,9,npf,m,gr,,2375.00,6125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:15_j:10_x:2625.00_y:6125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,15,,,,,0,10,npf,m,gr,,2625.00,6125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:15_j:11_x:2875.00_y:6125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,15,,,,,0,11,npf,m,gr,,2875.00,6125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:15_j:12_x:3125.00_y:6125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,15,,,,,0,12,npf,m,gr,,3125.00,6125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:15_j:13_x:3375.00_y:6125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,15,,,,,0,13,npf,m,gr,,3375.00,6125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:15_j:14_x:3625.00_y:6125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,15,,,,,0,14,npf,m,gr,,3625.00,6125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:15_j:15_x:3875.00_y:6125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,15,,,,,0,15,npf,m,gr,,3875.00,6125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:15_j:16_x:4125.00_y:6125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,15,,,,,0,16,npf,m,gr,,4125.00,6125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:15_j:17_x:4375.00_y:6125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,15,,,,,0,17,npf,m,gr,,4375.00,6125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:15_j:18_x:4625.00_y:6125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,15,,,,,0,18,npf,m,gr,,4625.00,6125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:15_j:19_x:4875.00_y:6125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,15,,,,,0,19,npf,m,gr,,4875.00,6125.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:16_j:0_x:125.00_y:5875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,16,,,,,0,0,npf,m,gr,,125.00,5875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:16_j:1_x:375.00_y:5875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,16,,,,,0,1,npf,m,gr,,375.00,5875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:16_j:2_x:625.00_y:5875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,16,,,,,0,2,npf,m,gr,,625.00,5875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:16_j:3_x:875.00_y:5875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,16,,,,,0,3,npf,m,gr,,875.00,5875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:16_j:8_x:2125.00_y:5875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,16,,,,,0,8,npf,m,gr,,2125.00,5875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:16_j:9_x:2375.00_y:5875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,16,,,,,0,9,npf,m,gr,,2375.00,5875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:16_j:10_x:2625.00_y:5875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,16,,,,,0,10,npf,m,gr,,2625.00,5875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:16_j:11_x:2875.00_y:5875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,16,,,,,0,11,npf,m,gr,,2875.00,5875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:16_j:12_x:3125.00_y:5875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,16,,,,,0,12,npf,m,gr,,3125.00,5875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:16_j:13_x:3375.00_y:5875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,16,,,,,0,13,npf,m,gr,,3375.00,5875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:16_j:14_x:3625.00_y:5875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,16,,,,,0,14,npf,m,gr,,3625.00,5875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:16_j:15_x:3875.00_y:5875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,16,,,,,0,15,npf,m,gr,,3875.00,5875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:16_j:16_x:4125.00_y:5875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,16,,,,,0,16,npf,m,gr,,4125.00,5875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:16_j:17_x:4375.00_y:5875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,16,,,,,0,17,npf,m,gr,,4375.00,5875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:16_j:18_x:4625.00_y:5875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,16,,,,,0,18,npf,m,gr,,4625.00,5875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:16_j:19_x:4875.00_y:5875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,16,,,,,0,19,npf,m,gr,,4875.00,5875.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:17_j:0_x:125.00_y:5625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,17,,,,,0,0,npf,m,gr,,125.00,5625.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:17_j:1_x:375.00_y:5625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,17,,,,,0,1,npf,m,gr,,375.00,5625.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:17_j:2_x:625.00_y:5625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,17,,,,,0,2,npf,m,gr,,625.00,5625.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:17_j:3_x:875.00_y:5625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,17,,,,,0,3,npf,m,gr,,875.00,5625.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:17_j:8_x:2125.00_y:5625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,17,,,,,0,8,npf,m,gr,,2125.00,5625.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:17_j:9_x:2375.00_y:5625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,17,,,,,0,9,npf,m,gr,,2375.00,5625.00,1
pname:npf_k33_layer3_gr_inst:0_ptype:gr_pstyle:m_i:17_j:10_x:2625.00_y:5625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k33_layer3_gr,1.0,0.0,1,,17,,,,,0,10,npf,m,gr,,2625.00,5625.00,1
